1,admin,2018-08-06 15:15:47,AUTHENTICATION_SUCCESS
2,admin,2018-08-06 15:17:12,AUTHENTICATION_SUCCESS
3,admin,2018-08-06 15:42:28,AUTHENTICATION_SUCCESS
4,user,2018-08-06 15:49:02,AUTHENTICATION_SUCCESS
5,admin,2018-08-06 17:11:00,AUTHENTICATION_SUCCESS
6,user,2018-08-06 17:12:36,AUTHENTICATION_SUCCESS
7,admin,2018-08-06 18:12:27,AUTHENTICATION_SUCCESS
8,user,2018-08-06 18:13:41,AUTHENTICATION_FAILURE
9,user,2018-08-06 18:13:45,AUTHENTICATION_SUCCESS
10,admin,2018-08-06 18:28:21,AUTHENTICATION_SUCCESS
11,admin,2018-08-07 16:02:54,AUTHENTICATION_SUCCESS
12,user,2018-08-08 10:56:28,AUTHENTICATION_SUCCESS
13,user,2018-08-08 16:27:47,AUTHENTICATION_SUCCESS
14,user,2018-08-08 16:48:46,AUTHENTICATION_SUCCESS
15,user,2018-08-08 16:50:37,AUTHENTICATION_SUCCESS
16,user,2018-08-08 16:57:43,AUTHENTICATION_SUCCESS
17,user,2018-08-09 10:06:46,AUTHENTICATION_SUCCESS
18,admin,2018-08-09 10:35:20,AUTHENTICATION_SUCCESS
19,user,2018-08-09 13:44:26,AUTHENTICATION_SUCCESS
20,user,2018-08-09 14:44:45,AUTHENTICATION_SUCCESS
21,user,2018-08-09 15:54:46,AUTHENTICATION_SUCCESS
22,user,2018-08-09 16:39:54,AUTHENTICATION_SUCCESS
23,user,2018-08-11 21:53:38,AUTHENTICATION_SUCCESS
24,user,2018-08-11 22:55:37,AUTHENTICATION_SUCCESS
25,user,2018-08-11 22:58:48,AUTHENTICATION_SUCCESS
26,user,2018-08-13 13:25:41,AUTHENTICATION_SUCCESS
27,admin,2018-08-13 13:29:37,AUTHENTICATION_SUCCESS
28,user,2018-08-13 14:40:42,AUTHENTICATION_SUCCESS
29,user,2018-08-14 17:48:39,AUTHENTICATION_SUCCESS
30,user,2018-08-16 10:05:51,AUTHENTICATION_SUCCESS
31,admin,2018-08-16 10:06:03,AUTHENTICATION_SUCCESS
32,user,2018-08-16 15:17:04,AUTHENTICATION_SUCCESS
33,user,2018-08-16 15:34:59,AUTHENTICATION_SUCCESS
34,admin,2018-08-16 16:01:57,AUTHENTICATION_SUCCESS
35,admin,2018-08-16 16:14:45,AUTHENTICATION_SUCCESS
36,df,2018-08-16 16:16:29,AUTHENTICATION_SUCCESS
37,cuadrilla,2018-08-16 16:16:43,AUTHENTICATION_SUCCESS
38,df,2018-08-16 16:18:00,AUTHENTICATION_SUCCESS
39,df,2018-08-16 16:37:06,AUTHENTICATION_SUCCESS
40,admin,2018-08-16 17:20:24,AUTHENTICATION_SUCCESS
41,admin,2018-08-16 22:28:48,AUTHENTICATION_SUCCESS
42,user,2018-08-17 12:14:32,AUTHENTICATION_SUCCESS
